ID,Title,Type,Date,Topics,ProductionYear
ld1-1643381040022-1643381045948-0,"Scrooge, from ""A Christmas Carol""",Smithsonian American Art Museum,"1900s, 1890","Literature, Chairs, Figure male, A Christmas Carol, Furnishings",1900.0
ld1-1643381040022-1643381054858-0,Flower Study,Smithsonian American Art Museum,1910,Flowers,1910.0
ld1-1643381040022-1643381063101-0,Nile,Smithsonian American Art Museum,,"Trees, Landscapes, Boats and boating, Palm tree, Architecture, Sailboats, Nile River, Figure group, Rivers, Waterscapes",
ld1-1643381040022-1643381048992-0,Peasant Girl,Smithsonian American Art Museum,1910,"Figure female, Occupations, Peasant",1910.0
ld1-1643381040022-1643381061053-0,Family at Niagara Falls,Smithsonian American Art Museum,1860,"Landscapes, Animals, Architecture, Waterfalls, Niagara Falls, Horses, Portraits, Family, Vehicles, Carriage",1860.0
ld1-1643381040022-1643381056570-0,Purple Saxifrage (Saxifraga oppositifolia),Smithsonian American Art Museum,1920,"Saxifraga oppositifolia, Purple saxifrage, Botanical study",1920.0
ld1-1643381040022-1643381042451-1,Untitled (Trumpet Vine),Smithsonian American Art Museum,1880,"Trumpet vine, Flowers",1880.0
ld1-1643381040022-1643381056396-0,Blueflag Iris (Iris versicolor),Smithsonian American Art Museum,1910,"Iris versicolor, Blueflag iris, Botanical study",1910.0
ld1-1643381040022-1643381056835-0,Whitebark Pine (Pinus albicaulis),Smithsonian American Art Museum,1920,"Whitebark pine, Pinus albicaulis, Botanical study",1920.0
ld1-1643381040022-1643381042539-1,Untitled (Pier and Beach),Smithsonian American Art Museum,,"Bridges, Landscapes, Boats and boating, Architecture, Rivers, Beaches, Detail",
ld1-1643381040022-1643381048977-0,Study of an Arm,Smithsonian American Art Museum,1930,"Anatomical study, Fragment, Arm",1930.0
ld1-1643381040022-1643381041819-0,Landscape,Smithsonian American Art Museum,"1920s, 1860","Landscapes, Rocks, Figure male",1920.0
ld1-1643381040022-1643381056487-0,Hepatica (Hepatica americana),Smithsonian American Art Museum,1910,"Hepatica, Hepatica americana, Botanical study",1910.0
ld1-1643381040022-1643381064418-1,Untitled (Girl in Bonnet),Smithsonian American Art Museum,1850,"Hair ornament, Figure female, Clothing and dress, Dress accessories, Children",1850.0
ld1-1643381040022-1643381056427-0,Columbia Lily (Lilium columbianum),Smithsonian American Art Museum,1920,"Columbia lily, Botanical study, Lilium columbianum",1920.0
ld1-1643381040022-1643381052107-1,Female Nude before Mirror,Smithsonian American Art Museum,,"Figure female, Nudity, Furnishings",
ld1-1643381040022-1643381047013-0,Windmills,Smithsonian American Art Museum,"1930s, 1840","Landscapes, Industrialization, Architecture, Windmill, Forests and forestry",1930.0
ld1-1643381040022-1643381061581-0,"Mill Near Grotto, Aldberg",Smithsonian American Art Museum,1840,"Industrialization, Architecture, Mill",1840.0
ld1-1643381040022-1643381056573-1,Queencup (Clintonia uniflora),Smithsonian American Art Museum,1920,"Queencup, Clintonia uniflora, Botanical study",1920.0
ld1-1643381040022-1643381044543-0,Head of a Girl,Smithsonian American Art Museum,"1910s, 1850","Women, Portraits",1910.0
ld1-1643381040022-1643381056076-0,Alpine Harebell (Campanula lasiocarpa),Smithsonian American Art Museum,"1940s, 1860","Alpine harebell, Botanical study, Campanula lasiocarpa",1940.0
ld1-1643381040022-1643381056607-0,Shooting Star (Dodecatheon meadia),Smithsonian American Art Museum,1910,"Shooting star, Botanical study, Dodecatheon meadia",1910.0
ld1-1643381040022-1643381041840-0,Nudes,Smithsonian American Art Museum,"1920s, 1860","Women, Figure group, Nudity",1920.0
ld1-1643381040022-1643381056653-0,Stelleria leata,Smithsonian American Art Museum,1910,"Stelleria leata, Botanical study",1910.0
ld1-1643381040022-1643381042547-0,Untitled (Tree Trunk with Gate),Smithsonian American Art Museum,,"Trees, Landscapes, Architecture, Gate, Detail",
ld1-1643381040022-1643381052355-1,God's Idea,Smithsonian American Art Museum,"1930s, 1870","Winged being, Life, Fantasy, Time, Allegory",1930.0
ld1-1643381040022-1643381052182-1,Reclining Female Nude,Smithsonian American Art Museum,,"Sleep, Figure female, Clothing and dress, Nudity, State of being, Dress accessories, Stocking",
ld1-1643381040022-1643381061374-1,Jerusalem from the Hill of Evil Council,Smithsonian American Art Museum,"1810s, 1880","Landscapes, Jerusalem",1810.0
ld1-1643381040022-1643381042525-0,Untitled,Smithsonian American Art Museum,,"Landscapes, Roof, Coasts, Roads, Architecture, Domestic, Detail, Dwellings",
ld1-1643381040022-1643381040716-1,Lace Making,Smithsonian American Art Museum,"1920s, 1860","Sewing, Figure female, Occupations, Domestic, Children",1920.0
ld1-1643381040022-1643381051450-0,Head of a Young Lady,Smithsonian American Art Museum,"1910s, 1840","Women, Portraits, Profile",1910.0
ld1-1643381040022-1643381041890-0,Untitled,Smithsonian American Art Museum,"1920s, 1860","Animals, Weapons, Horses, Firearms",1920.0
ld1-1643381040022-1643381066824-1,Portrait of a Young Woman,Smithsonian American Art Museum,1860,"Women, Portraits",1860.0
ld1-1643381040022-1643381061598-1,Trieste,Smithsonian American Art Museum,"1810s, 1880","Trieste, Landscapes, Architecture",1810.0
ld1-1643381040022-1643381056761-0,Untitled (Pansy),Smithsonian American Art Museum,1870,"Pansy, Flowers",1870.0
ld1-1643381040022-1643381056680-0,Trillium erectum,Smithsonian American Art Museum,1930,"Trillium erectum, Botanical study",1930.0
ld1-1643381040022-1643381044352-0,Begonias,Smithsonian American Art Museum,"1910s, 1860","Flowers, Begonia",1910.0
ld1-1643381040022-1643381056778-0,(Untitled--Plant Study),Smithsonian American Art Museum,1910,"Plants, Botanical study",1910.0
ld1-1643381040022-1643381056495-2,Labrador Tea (Ledum groenlandicum),Smithsonian American Art Museum,1920,"Ledum groenlandicum, Labrador tea, Botanical study",1920.0
ld1-1643381040022-1643381056610-1,Showy Orchis (Orchis spectabilis),Smithsonian American Art Museum,1920,"Orchis spectabilis, Showy orchis, Botanical study",1920.0
ld1-1643381040022-1643381041036-0,Self-Portrait in Light Tones,Smithsonian American Art Museum,1900,"Women, Portraits",1900.0
ld1-1643381040022-1643381041694-0,Dr. Joseph Lemmon,Smithsonian American Art Museum,1770,"Men, Portraits",1770.0
ld1-1643381040022-1643381064422-0,Untitled (Father with Young Daughter in White Dress),Smithsonian American Art Museum,1850,"Father and child, Portraits, Family",1850.0
ld1-1643381040022-1643381056547-0,Persimmon (Diospyros virginiana),Smithsonian American Art Museum,1920,"Persimmon, Botanical study, Diospyros virginiana",1920.0
ld1-1643381040022-1643381056506-0,Lotus puberulus,Smithsonian American Art Museum,1930,"Lotus puberulus, Botanical study",1930.0
ld1-1643381040022-1643381056592-1,Rosebud Orchid (Pogonia divaricata),Smithsonian American Art Museum,1920,"Rosebud orchid, Pogonia divaricata, Botanical study",1920.0
ld1-1643381040022-1643381044551-0,Standing Nude Figure of a Girl,Smithsonian American Art Museum,"1920s, 1850","Figure female, Nudity",1920.0
ld1-1643381040022-1643381056797-0,Untitled--Flower Study,Smithsonian American Art Museum,"1900s, 1880","Flowers, Botanical study",1900.0
ld1-1643381040022-1643381061597-0,"Buffalo, Gulf of Nicomedia",Smithsonian American Art Museum,"1810s, 1880","Landscapes, Animals, Izmit, Buffaloes",1810.0
ld1-1643381040022-1643381056481-0,Grouse Whortleberry (Vaccinum scoparium),Smithsonian American Art Museum,1910,"Vaccinium scoparium, Grouse whortleberry, Botanical study",1910.0
ld1-1643381040022-1643381063118-0,Harbor of Beiyrout,Smithsonian American Art Museum,,"Sailing ships, Lebanon, Boats and boating, Landscapes, Architecture, Beirut, Harbors, Waterscapes, Detail, Railing",
ld1-1643381040022-1643381057636-0,Smoke from the City,Smithsonian American Art Museum,"1910s, 1850","Weather, Landscapes, Rivers, Fog",1910.0
ld1-1643381040022-1643381040726-1,War Psychology,Smithsonian American Art Museum,1910,"Women, Government, Figure group, Nudity, War, Allegory",1910.0
ld1-1643381040022-1643381064388-0,Untitled (Young Woman Holding Daguerreotype Case with Two Younger Girls),Smithsonian American Art Museum,1850,"Female and child, Figure group",1850.0
ld1-1643381040022-1643381056604-0,Sedum stenopetalum,Smithsonian American Art Museum,1910,"Sedum stenopetalum, Botanical study",1910.0
ld1-1643381040022-1643381056726-0,(Untitled--Flower Study),Smithsonian American Art Museum,1870,"Flowers, Botanical study",1870.0
ld1-1643381040022-1643381056503-1,Lithospermum canescens,Smithsonian American Art Museum,1900,"Botanical study, Lithospermum canescens",1900.0
ld1-1643381040022-1643381064395-0,Untitled (Post-mortem of Child),Smithsonian American Art Museum,1850,"State of being, Death, Portraits, Children",1850.0
ld1-1643381040022-1643381049179-0,Elizabeth Dunn Finney,Smithsonian American Art Museum,1850,"Women, Portraits",1850.0
ld1-1643381040022-1643381041786-0,Fence,Smithsonian American Art Museum,1910,"Soldiers, Architecture, Weapons, Occupations, Fence, Detail, Military, Spear",1910.0
ld1-1643381040022-1643381056529-0,Northern Onion (Allium sibiricum),Smithsonian American Art Museum,1920,"Northern onion, Botanical study, Allium sibiricum",1920.0
ld1-1643381040022-1643381056552-1,Pinguicula vulgaris,Smithsonian American Art Museum,1930,"Pinguicula vulgaris, Botanical study",1930.0
ld1-1643381040022-1643381064945-0,Boy with Blue Tie,Smithsonian American Art Museum,"1920s, 1930","Men, Portraits, Figure male, Children",1920.0
ld1-1643381040022-1643381041084-0,Youthful Model,Smithsonian American Art Museum,"1930s, 1850","Women, Portraits",1930.0
ld1-1643381040022-1643381054511-1,Hindu Man,Smithsonian American Art Museum,1890,"Art, Architecture, Domestic, Figure male",1890.0
ld1-1643381040022-1643381050813-0,Seated Nude,Smithsonian American Art Museum,1920,"Figure female, Nudity",1920.0
ld1-1643381040022-1643381042453-0,"Untitled (Wild Hazelnut, Corylus Americana)",Smithsonian American Art Museum,1880,"Botanical study, Wild hazelnut",1880.0
ld1-1643381040022-1643381054475-1,Sarah Lloyd Hillhouse,Smithsonian American Art Museum,"1840s, 1760","Women, Portraits",1840.0
ld1-1643381040022-1643381052555-1,Dolce Far Niente (figure study),Smithsonian American Art Museum,1860,Figure female,1860.0
ld1-1643381040022-1643381052664-0,Contemplation,Smithsonian American Art Museum,1850,"Meditation, Figure female, State of being, Mood (Psychology)",1850.0
ld1-1643381040022-1643381067716-0,[Man with Book],Smithsonian American Art Museum,"1860s, 1870","Books and reading, Men, Clothing and dress, Portraits, Dress accessories, Coat",1860.0
ld1-1643381040022-1643381056073-0,Alberta Primrose (Primula maccalliana),Smithsonian American Art Museum,1910,"Primula maccalliana, Alberta primrose, Botanical study",1910.0
ld1-1643381040022-1643381065047-0,Nip and Tuck with a Bass,Smithsonian American Art Museum,1910,"Sport and play, Recreation, Figure male, Fishing",1910.0
ld1-1643381040022-1643381056095-0,Bastard Toadflax (Comandra pallida),Smithsonian American Art Museum,1920,"Comandra pallida, Bastard toadflex, Botanical study",1920.0
ld1-1643381040022-1643381056479-1,Green Pyrola (Pyrola chlorantha),Smithsonian American Art Museum,1920,"Green pyrola, Pyrola chlorantha, Botanical study",1920.0
ld1-1643381040022-1643381056425-1,Cliffrose (Cowania stanshuriana),Smithsonian American Art Museum,1930,"Cliffrose, Botanical study, Cowania stanshuriana",1930.0
ld1-1643381040022-1643381056098-0,Bearpoppy (Arctomecon merriami),Smithsonian American Art Museum,1930,"Bearpoppy, Arctomecon merriami, Botanical study",1930.0
ld1-1643381040022-1643381056410-0,Bushpoppy (Dendromecon rigidum),Smithsonian American Art Museum,1920,"Bushpoppy, Dendromecon rigidum, Botanical study",1920.0
ld1-1643381040022-1643381056802-0,Vervain (Verbena wrightii),Smithsonian American Art Museum,1930,"Verbena wrightii, Botanical study, Vervain",1930.0
ld1-1643381040022-1643381056786-0,Untitled (Autumn Leaves),Smithsonian American Art Museum,1870,"Leaves, Foliage, Maple",1870.0
ld1-1643381040022-1643381064942-0,House with Picket Fence,Smithsonian American Art Museum,1890,"Architecture, Domestic, Fence, Dwellings, Detail",1890.0
ld1-1643381040022-1643381064271-0,Gentleman in Masonic Collar,Smithsonian American Art Museum,1850,"Rites and ceremonies, Masonic dress, Clothing and dress, Figure male",1850.0
ld1-1643381040022-1643381061514-0,Scylla,Smithsonian American Art Museum,1860,"Water, Landscapes, Scylla",1860.0
ld1-1643381040022-1643381056771-1,Untitled--Plant Study,Smithsonian American Art Museum,1920,"Plants, Botanical study",1920.0
ld1-1643381040022-1643381054185-0,The Artist's Daughter,Smithsonian American Art Museum,1910,"Women, Family portrait, Portraits",1910.0
ld1-1643381040022-1643381061053-1,"Villajoyosa, Spain",Smithsonian American Art Museum,1850,"Mountains, Landscapes, Villajoyosa, Cities and towns",1850.0
ld1-1643381040022-1643381067723-0,[Couple],Smithsonian American Art Museum,"1860s, 1870","Women, Men, Portraits, Male and female",1860.0
ld1-1643381040022-1643381056563-0,Primrose (Primula angustifolia),Smithsonian American Art Museum,1930,"Primrose, Primula angustifolia, Botanical study",1930.0
ld1-1643381040022-1643381061603-0,Persian Woman,Smithsonian American Art Museum,"1810s, 1880",Figure female,1810.0
ld1-1643381040022-1643381066021-0,Fish Design for a Ceramic Plate,Smithsonian American Art Museum,1930,"Animals, Fishes",1930.0
ld1-1643381040022-1643381042659-0,Drawing,Smithsonian American Art Museum,"1540s, 1400","Torso, Shield, Vase, Clothing and dress, Figure male, Dress accessories, Headdresses",1540.0
ld1-1643381040022-1643381056608-0,Showy Aster (Aster conspicuus),Smithsonian American Art Museum,1910,"Showy aster, Aster conspicuus, Botanical study",1910.0
ld1-1643381040022-1643381060845-1,Hell's Half Acre,Smithsonian American Art Museum,1880,Landscapes,1880.0
ld1-1643381040022-1643381063171-1,Luxor,Smithsonian American Art Museum,,"Trees, Landscapes, Nile River, Luxor, Rivers",
ld1-1643381040022-1643381052576-1,Seated Male Figure,Smithsonian American Art Museum,"1810s, 1880","Amusements, Reading, Recreation, Figure male",1810.0
ld1-1643381040022-1643381056728-0,(Untitled),Smithsonian American Art Museum,1870,"Flowers, Botanical study",1870.0
ld1-1643381040022-1643381056403-0,Box Huckleberry (Gaylussacia brachycera),Smithsonian American Art Museum,1910,"Gaylussacia brachycera, Box huckleberry, Botanical study",1910.0
ld1-1643381040022-1643381061565-0,Beduoins,Smithsonian American Art Museum,"1810s, 1880","Animals, Men, Figure group, Camel",1810.0
ld1-1643381040022-1643381050824-0,Standing Nude,Smithsonian American Art Museum,1920,"Figure female, Nudity",1920.0
ld1-1643381040022-1643381064091-0,Portrait of a Man,Smithsonian American Art Museum,1850,"Men, Portraits",1850.0
ld1-1643381040022-1643381056608-1,Showy Fleabane (Erigeron salsuginosus),Smithsonian American Art Museum,1900,"Erigeron salsuginosus, Showy fleabane, Botanical study",1900.0
ld1-1643381040022-1643381056542-0,Peatpink (Silene caroliniana),Smithsonian American Art Museum,1910,"Silene caroliniana, Botanical study, Peatpink",1910.0
ld1-1643381040022-1643381056714-0,(Untitled--Flower Study),Smithsonian American Art Museum,"1940s, 1860","Flowers, Botanical study",1940.0
ld1-1643381040022-1643381056633-0,Lobelia Kalmii,Smithsonian American Art Museum,1900,"Lobelia kalmii, Botanical study",1900.0
ld1-1643381040022-1643381042548-0,Untitled (Tree with House),Smithsonian American Art Museum,,"Trees, Landscapes, Architecture, Domestic, Dwellings",
ld1-1643381040022-1643381067725-0,[Couple],Smithsonian American Art Museum,"1860s, 1870","Women, Men, Portraits, Male and female",1860.0
ld1-1643381040022-1643381061041-1,Study (Adage),Smithsonian American Art Museum,"1810s, 1880","Boats and boating, Architecture, Government, Tower",1810.0
ld1-1643381040022-1643381056879-0,Yellow Stonecrop (Sedum stenopetalum),Smithsonian American Art Museum,1920,"Yellow stonecrop, Sedum stenopetalum, Botanical study",1920.0
ld1-1643381040022-1643381064285-0,Young Woman Wearing White Lace Shirtwaist,Smithsonian American Art Museum,1880,Figure female,1880.0
ld1-1643381040022-1643381056393-0,Blue Bead (Clintonia borealis),Smithsonian American Art Museum,1930,"Blue bead, Clintonia borealis, Botanical study",1930.0
ld1-1643381040022-1643381056649-0,Squirrel Corn (Bikukulla canadensis),Smithsonian American Art Museum,1920,"Squirrelcorn, Bikukulla canadensis, Botanical study",1920.0
ld1-1643381040022-1643381064944-0,Couple with Their Car,Smithsonian American Art Museum,1930,"Architecture, Figure group, Automobiles, Vehicles",1930.0
ld1-1643381040022-1643381064950-1,Couple with Car and Dog,Smithsonian American Art Museum,1930,"Animals, Architecture, Dogs, Figure group, Automobiles, Vehicles",1930.0
ld1-1643381040022-1643381064436-1,Karnak,Smithsonian American Art Museum,1850,"Ruins, Landscapes, Architecture, Karnak",1850.0
ld1-1643381040022-1643381056806-0,Virginia Bluebells (Mertensia virginica),Smithsonian American Art Museum,1910,"Mertensia virginica, Virginia bluebells, Botanical study",1910.0
ld1-1643381040022-1643381060919-0,Untitled (seated female nude),Smithsonian American Art Museum,1890,"Figure female, Nudity",1890.0
ld1-1643381040022-1643381052572-0,Portrait Head of Young Man,Smithsonian American Art Museum,1840,Figure male,1840.0
ld1-1643381040022-1643381056572-2,Quakerladies (Houstonia caerulea),Smithsonian American Art Museum,1910,"Quakerladies, Botanical study, Houstonia caerulea",1910.0
ld1-1643381040022-1643381061287-1,"[Night-Blooming Cereus, In Bloom]",Smithsonian American Art Museum,1880,"Landscapes, Night-blooming cereus, Plants",1880.0
ld1-1643381040022-1643381056719-1,(Untitled--Flower Study),Smithsonian American Art Museum,1870,"Flowers, Botanical study",1870.0
ld1-1643381040022-1643381050810-0,Reclining Nude,Smithsonian American Art Museum,"1930s, 1860","Figure female, Nudity",1930.0
ld1-1643381040022-1643381053835-1,Figure Sketch,Smithsonian American Art Museum,"1910s, 1840","Figure group, Nudity, Academic study, Fragment, Leg",1910.0
ld1-1643381040022-1643381066113-0,The Wasatch Range from the Valley of Jordan,Smithsonian American Art Museum,1900,"Mountains, Landscapes, Wasatch Mountains",1900.0
ld1-1643381040022-1643381067743-0,[Man],Smithsonian American Art Museum,"1860s, 1870","Uniforms, Clothing and dress, Men, Dress accessories, Portraits, Hats, Seated, Military",1860.0
ld1-1643381040022-1643381041810-1,Horses,Smithsonian American Art Museum,"1920s, 1860","Animals, Horses, Sculpture study",1920.0
ld1-1643381040022-1643381063064-1,"(Sheep, Vase, Book) Studies",Smithsonian American Art Museum,,"Animals, Books and reading, Vase, Sheep",
ld1-1643381040022-1643381056429-0,Cranberrybush (Viburnum pauciflorum),Smithsonian American Art Museum,1920,"Viburnum pauciflorum, Botanical study, Cranberrybush",1920.0
ld1-1643381040022-1643381042533-0,Untitled (Archway),Smithsonian American Art Museum,,"Landscapes, Architecture, Domestic, Rivers, Dwellings, Detail",
ld1-1643381040022-1643381056515-1,Moehringia laberiflora,Smithsonian American Art Museum,1900,"Moehringia laberiflora, Botanical study",1900.0
ld1-1643381040022-1643381053870-0,Untitled,Smithsonian American Art Museum,"1940s, 1900","Trees, Landscapes",1940.0
ld1-1643381040022-1643381056780-0,(Untitled--Plant Study),Smithsonian American Art Museum,1880,"Plants, Botanical study",1880.0
ld1-1643381040022-1643381042430-0,Untitled (Thistle),Smithsonian American Art Museum,1880,"Flowers, Thistle",1880.0
ld1-1643381040022-1643381063068-1,"Cake Seller, Constantinople",Smithsonian American Art Museum,,"Cake seller, Occupations, Figure group, Children, Vendor",
ld1-1643381040022-1643381042428-0,Untitled (Spiderweb and Daisies),Smithsonian American Art Museum,1880,"Daisy, Flowers",1880.0
ld1-1643381040022-1643381040912-0,Bacchante Triste,Smithsonian American Art Museum,"1930s, 1850","Bacchantes, Figure female, Mythology",1930.0
ld1-1643381040022-1643381056556-1,Pink Pussytoes (Antennaria rosea),Smithsonian American Art Museum,1910,"Pink pussytoes, Botanical study, Antennaria rosea",1910.0
ld1-1643381040022-1643381056089-0,Arethusa (Arethusa bulbosa),Smithsonian American Art Museum,1910,"Arethusa (Greek mythology), Arethusa bulbosa, Botanical study",1910.0
ld1-1643381040022-1643381056866-0,Woolly Arnica (Arnica tomentosa),Smithsonian American Art Museum,1920,"Wooly arnica, Arnica tomentosa, Botanical study",1920.0
ld1-1643381040022-1643381056531-0,On the Road to Monument,Smithsonian American Art Museum,1880,"Plants, Botanical study",1880.0
ld1-1643381040022-1643381063063-0,"Duck Pond, St. Valery",Smithsonian American Art Museum,,"Landscapes, Architecture, Saint Valery-sur-Somme, Domestic, Dwellings",
ld1-1643381040022-1643381056456-1,Flame Azalea (Azalea lutea),Smithsonian American Art Museum,1920,"Flame azalea, Botanical study, Azaleas",1920.0
ld1-1643381040022-1643381056452-1,False Indigo (Baptista bructeata),Smithsonian American Art Museum,1930,"False indigo, Baptista bructeata, Botanical study",1930.0
ld1-1643381040022-1643381064276-1,Young Girl Seated before Painted Mountain Landscape,Smithsonian American Art Museum,1860,"Figure female, Children",1860.0
ld1-1643381040022-1643381056432-0,Crossvine (Anisostichus capreolatus),Smithsonian American Art Museum,1920,"Crossvine, Anisostichus capreolatus, Botanical study",1920.0
ld1-1643381040022-1643381041795-0,Horse,Smithsonian American Art Museum,1910,"Animals, Anatomical study, Horses, Sculpture study",1910.0
ld1-1643381040022-1643381041890-1,Untitled,Smithsonian American Art Museum,"1920s, 1860","Architecture, Windows, Detail",1920.0
ld1-1643381040022-1643381066103-1,Mt. Hood from Lost Lake,Smithsonian American Art Museum,1900,"Mountains, Landscapes, Mount Hood, Lost Lake, Lakes, Waterscapes",1900.0
ld1-1643381040022-1643381055964-0,Landscape,Smithsonian American Art Museum,1830,"Trees, Landscapes, Animals, Roads, Figure group, Sheep",1830.0
ld1-1643381040022-1643381044120-1,(Untitled) (Study of Standing Male Nude),Smithsonian American Art Museum,1870,"Nudity, Figure male",1870.0
ld1-1643381040022-1643381070118-1,Unlucky One,Smithsonian American Art Museum,1900,"Animals, Pig",1900.0
ld1-1643381040022-1643381056563-2,Primrose Violet (Viola primulifolia),Smithsonian American Art Museum,1910,"Primrose violet, Botanical study, Viola primulifolia",1910.0
ld1-1643381040022-1643381042394-0,(Sketchbook) (Untitled),Smithsonian American Art Museum,1890,"Landscapes, Architecture, Figure(s) in exterior",1890.0
ld1-1643381040022-1643381056518-0,Moss Gentian (Gentiana prostrata),Smithsonian American Art Museum,1910,"Gentiana prostrata, Botanical study, Moss gentian",1910.0
ld1-1643381040022-1643381056885-0,Zenobia (Zenobia cassinifolia),Smithsonian American Art Museum,1920,"Zenobia, Zenobia cassinifolia, Botanical study",1920.0
ld1-1643381040022-1643381056607-1,Shortspur Columbine (Aquilegia brevistyla),Smithsonian American Art Museum,1900,"Aquilegia brevistyla, Shortspur columbine, Botanical study",1900.0
ld1-1643381040022-1643381056756-0,Untitled (Pansies),Smithsonian American Art Museum,1870,"Pansy, Flowers",1870.0
ld1-1643381040022-1643381041785-0,Female in Bathing Suit,Smithsonian American Art Museum,"1920s, 1860",Figure female,1920.0
ld1-1643381040022-1643381055079-1,"Kansas City, Kansas",Smithsonian American Art Museum,"1930s, 1850",Landscapes,1930.0
ld1-1643381040022-1643381048557-0,G.K. Warren,Smithsonian American Art Museum,1880,"Men, Portraits",1880.0
ld1-1643381040022-1643381056450-1,Evergreen Saxifrage (Leptarrhena pyrolifolia),Smithsonian American Art Museum,1910,"Botanical study, Evergreen saxifrage, Leptarrhena pyrolifolia",1910.0
ld1-1643381040022-1643381056639-0,Spanish Bayonet (Yucca baccata),Smithsonian American Art Museum,1930,"Spanish bayonet, Yucca baccata, Botanical study",1930.0
ld1-1643381040022-1643381056439-0,Delphinium (Delphinium scopulorum),Smithsonian American Art Museum,1930,"Delphinium, Delphinium scopulorum, Botanical study",1930.0
ld1-1643381040022-1643381056465-0,Gentian (Gentiana holopetala),Smithsonian American Art Museum,1930,"Gentian, Gentiana holopetala, Botanical study",1930.0
ld1-1643381040022-1643381056449-2,Evening Primrose (Oenothera lavandalaefolia),Smithsonian American Art Museum,1930,"Oenothera lavandalaefolia, Evening primrose, Botanical study",1930.0
ld1-1643381040022-1643381056790-0,(Untitled),Smithsonian American Art Museum,1870,"Leaves, Foliage, Flowers, Crocus, Maple",1870.0
ld1-1643381040022-1643381064414-0,Untitled (Boy with Binoculars),Smithsonian American Art Museum,1850,"Men, Clothing and dress, Portraits, Dress accessories, Eye wear",1850.0
ld1-1643381040022-1643381041586-0,Portrait of a Lady,Smithsonian American Art Museum,"1900s, 1840",Figure female,1900.0
ld1-1643381040022-1643381061661-1,"Adalia, Asia Minor",Smithsonian American Art Museum,1840,Landscapes,1840.0
ld1-1643381040022-1643381064282-0,Woman in Striped Satin Dress,Smithsonian American Art Museum,1870,Figure female,1870.0
ld1-1643381040022-1643381056499-1,Leather Flower (Clematis viorna),Smithsonian American Art Museum,1920,"Clematis viorna, Leather flower, Botanical study",1920.0
ld1-1643381040022-1643381045740-0,Head of a Young Girl,Smithsonian American Art Museum,1910,"Women, Portraits, Children",1910.0
ld1-1643381040022-1643381059416-0,Untitled (Landscape),Smithsonian American Art Museum,1870,"Bridges, Landscapes, Architecture, Rivers",1870.0
ld1-1643381040022-1643381041769-1,Cathedral,Smithsonian American Art Museum,1910,"Architecture, Religion, Church buildings",1910.0
ld1-1643381040022-1643381056529-1,Oconee-Bells (Shortia galacifolia),Smithsonian American Art Museum,1910,"Shortia galacifolia, Oconee-bells, Botanical study",1910.0
ld1-1643381040022-1643381056534-1,Oxytropis aepicola,Smithsonian American Art Museum,1920,"Oxytropis aepicola, Botanical study",1920.0
ld1-1643381040022-1643381056613-0,Sidesaddle Goldenrod,Smithsonian American Art Museum,1910,"Sidesaddle goldenrod, Botanical study",1910.0
ld1-1643381040022-1643381064406-0,Untitled (Two Boys),Smithsonian American Art Museum,1850,"Men, Portraits, Family, Children, Siblings",1850.0
ld1-1643381040022-1643381064262-1,Woman Wearing Bonnet with Blue Bow,Smithsonian American Art Museum,1850,"Hair ornament, Figure female, Clothing and dress, Dress accessories",1850.0
ld1-1643381040022-1643381048931-1,(Nude Dancer with Drape),Smithsonian American Art Museum,1930,"Figure female, Nudity",1930.0
ld1-1643381040022-1643381063080-1,Bridge Azzani,Smithsonian American Art Museum,,"Bridges, Landscapes, Architecture, Figure group",
ld1-1643381040022-1643381056599-0,Sanifoiga adscendeus,Smithsonian American Art Museum,1920,"Sanifoiga adscendeus, Botanical study",1920.0
ld1-1643381040022-1643381056098-1,Beauty Berry (Callicarpa americana),Smithsonian American Art Museum,1920,"Beautyberry, Callicarpa americana, Botanical study",1920.0
ld1-1643381040022-1643381042529-0,Untitled,Smithsonian American Art Museum,,"Women, Portraits, Children, Profile",
ld1-1643381040022-1643381041762-0,Branches,Smithsonian American Art Museum,"1920s, 1860","Foliage, Botanical study, Sculpture study",1920.0
ld1-1643381040022-1643381050816-0,Seated Nude,Smithsonian American Art Museum,"1930s, 1860","Figure female, Chairs, Nudity, Furnishings",1930.0
ld1-1643381040022-1643381056091-1,Aster (Aster hirariifolius),Smithsonian American Art Museum,1920,"Aster, Aster hirariifolius, Botanical study",1920.0
ld1-1643381040022-1643381064407-1,Untitled (Teen Boy in Red Plaid Vest),Smithsonian American Art Museum,1850,"Men, Portraits",1850.0
ld1-1643381040022-1643381051777-1,Sulphur Mountain,Smithsonian American Art Museum,1890,"Mountains, Landscapes, Sulphur Mountain",1890.0
ld1-1643381040022-1643381056489-1,Hybrid Pitcherplant,Smithsonian American Art Museum,1930,"Hybrid pitcherplant, Sarrancenia drummondii xs rubra, Botanical study",1930.0
ld1-1643381040022-1643381056084-1,Anemone (Anemone drummondii),Smithsonian American Art Museum,1900,"Anemone drummondii, Botanical study, Anemone",1900.0
ld1-1643381040022-1643381056781-0,Saskatoon (Amelanchier alnifolia),Smithsonian American Art Museum,1920,"Amelanchier alnifolia, Saskatoon, Botanical study",1920.0
ld1-1643381040022-1643381056407-1,Bunchberry (Cornus canadensis),Smithsonian American Art Museum,1900,"Bunchberry, Botanical study, Cornus canadensis",1900.0
